,x,y,z,uuid,label
4498,-0.808478,0.037319,-0.587342,255A8F58-6C60-41AE-B2E7-3B8A670DFD94,grass
4499,-0.671864,-0.06525,-0.737795,2C22F1B9-F8E4-4530-A2EC-6B9D920C8621,grass
4500,-0.810915,0.021256,-0.584778,4764EBB4-8D34-4298-8989-1E698143D315,grass
4501,-0.803015,-0.047231,-0.594085,849770E3-9A6D-499E-8182-55CA238EFC20,grass
4502,-0.837451,0.050623,-0.544163,0A4081DB-D902-4E37-80CD-BC2EA3ED4D5A,grass
4503,-0.819332,0.058582,-0.570319,840C9752-4AA7-41C7-87B2-DE18BF5A1028,grass
4504,-0.58758,-0.054366,-0.807338,91F1C51B-EC73-44F0-AA8A-C4D8C8053587,grass
4505,-0.737452,-0.001329,-0.675399,9E5E114B-68F5-4A12-8F95-BD9DE0C0B875,grass
4506,-0.85877,0.031559,-0.511388,C0DF9D26-0B23-449A-9727-D85BCC7CB4B7,grass
4507,-0.789868,-0.013722,-0.613123,D34C4378-B9FB-4C2A-BA9D-94F3B23E2A43,grass
4508,-0.398658,-0.029361,-0.916629,DE56BB5D-E84A-4FFF-9854-85BBBE401545,grass
4509,-0.381469,0.013613,-0.924281,0F131450-5DFF-4F3F-B2E0-FAAEABB4209A,grass
4510,-0.835073,0.019871,-0.54978,E345D795-8057-4D95-BE62-698A001131BC,grass
4511,-0.301273,0.071778,-0.950833,89CA01E8-5129-4DC0-9DF6-7888673E0545,grass
4512,-0.844767,0.022763,-0.53465,9A1BCAEC-6BF3-42CC-AC03-330D8812BF86,grass
4513,-0.515669,0.043572,-0.855679,73AEB28B-42E2-488C-BF2C-FB63A7025CF6,grass
4514,-0.844449,0.014395,-0.535442,917BE64C-B598-40EC-BBA8-C7FA067B2452,grass
4515,-0.61546,-0.032348,-0.787504,96EA73B1-AF15-4ADA-8A05-EC71EEB16FC8,grass
4516,-0.663155,0.056083,-0.746378,D454220C-9081-4347-A517-52B4C2F5EB65,grass
4517,-0.83942,0.050983,-0.541087,DF8CF0FD-365E-4B64-8DED-63DCC87F8CB1,grass
4518,-0.851375,0.033608,-0.523479,CF1D32EC-C54B-422D-95BF-737F7BDB1D51,grass
4519,-0.722189,-0.01331,-0.691567,E0541988-CBA8-4212-899E-44FE16EE6A80,grass
4520,-0.671141,-0.03627,-0.740442,484A25C4-2431-43B5-A9E4-20904FCCF9B7,grass
4521,-0.853598,0.039798,-0.51941,D4963B44-F4A0-46FA-95D6-5B6BD76037AB,grass
4522,-0.756807,0.0198,-0.653338,3EA16EEC-F1A6-416E-8B25-610D7D4C7CF9,grass
4523,-0.829055,0.034962,-0.558074,73222FE0-7D53-45CC-8494-C0EB24A44E2E,grass
4524,-0.739102,0.028694,-0.672982,2B82168B-A34C-42C3-A90F-EB19BE44494C,grass
4525,-0.85049,0.031171,-0.525067,709549AA-7EF4-4F7C-B281-E45F6CE68831,grass
4526,-0.784439,-0.025269,-0.619691,30C46696-79C6-425F-9540-E67514BB4874,grass
4527,-0.852391,0.088429,-0.515373,BD58DBCE-F605-40B6-83D6-7E73EA9B6A8B,grass
4528,-0.835887,0.025761,-0.548297,88E0E9AC-4E82-44AA-9261-5ED089C8DEE8,grass
4529,-0.750032,0.035081,-0.660471,B546D16C-30A2-476A-B927-6243F71E15BA,grass
4530,-0.718403,0.077284,-0.691321,46EAB98D-373F-4431-BA2A-76E737FEE1D5,grass
4531,-0.885227,0.057542,-0.461586,B6EFD0DE-C8A0-4613-8373-E6E3AF370715,grass
4532,-0.867984,0.042846,-0.494741,48210623-B488-434F-9C0A-17193305015C,grass
4533,-0.789696,-0.034443,-0.61253,85A1E3A8-0353-4D93-B543-4AD110B23912,grass
4534,-0.854693,0.040072,-0.517585,5400BC41-9EAD-4BBF-9F8F-C49107A92BBA,grass
4535,-0.723632,-0.010123,-0.690112,A3733B3B-FCC9-48A6-AA8E-37989F2F3013,grass
4536,-0.850142,0.016788,-0.526286,2E80FC88-F9DB-4D20-83B7-2519750046C1,grass
4537,-0.820823,0.039424,-0.56982,C56BEBC2-A830-44EB-AAE2-D6CDB6C70B74,grass
4538,-0.764858,-0.031681,-0.643419,408BC861-F3FE-49EF-AD71-9B8FCF683F42,grass
4539,-0.849878,0.011898,-0.526845,8747B55A-C80F-4AC8-8F32-4E22112A2C56,grass
4540,-0.734546,-0.013978,-0.678415,1BAA3EFC-5E61-4EAB-BE84-E982358DC90D,grass
4541,-0.863729,0.037596,-0.502552,FAAC1306-A616-47D0-8ED3-21B39A556FC8,grass
4542,-0.760383,0.054879,-0.647152,7BD72770-3EE6-435E-8C0A-7C26200B46BD,grass
4543,-0.846634,0.012971,-0.532018,AE138670-24E6-4178-A4F6-ADC658B7ED41,grass
4544,-0.785769,0.017869,-0.618262,41A10ED1-D56E-4FEA-B514-9EC7D28EE6BE,grass
4545,-0.858603,-0.023169,-0.512118,C63C2645-5F31-4CD0-AFCA-99CE2D6A41D6,grass
4546,-0.65388,-0.033138,-0.755872,0700C272-AE5A-42B2-A9AB-DF057A837715,grass
4547,-0.848808,0.0182,-0.528388,9281E23C-BED3-4B00-8CFB-C2F4BD44514B,grass
4548,-0.837993,0.019877,-0.545319,01DD324C-FA37-4605-AC4D-7B60E52C331E,grass
4549,-0.76626,0.05467,-0.640201,3A0DCF6B-FD2A-49D1-B7AD-8201936C8EC1,grass
4550,-0.830774,0.033223,-0.555618,052A332E-C535-4825-8585-A6E04D5D6DF9,grass
4551,-0.763412,-0.003196,-0.645904,C33744B9-8B88-476E-B025-E5188E55CB8E,grass
4552,-0.790833,0.080472,-0.606718,0C5FAF71-A1D0-46BA-9613-8D49BE7DD792,grass
4553,-0.706557,-0.004172,-0.707644,89DBFB90-499B-488B-9645-783F7D79A998,grass
4554,-0.781581,0.042913,-0.622326,84661452-CE61-459D-AC5F-62A5EE1FE0AC,grass
4555,-0.774949,0.069538,-0.628187,D9966042-F5A2-4DE3-8970-DCBEA2E8EAFB,grass
4556,-0.777126,0.022806,-0.628932,01C4DE13-50BC-424A-8839-A594B1BD9F75,grass
4557,-0.834798,0.059295,-0.547355,E98C1E4A-83D3-448C-A90E-EB40FD832315,grass
4558,-0.782741,0.063976,-0.61905,CF89EEDB-8F18-4BE6-AEC1-CDD9EBD689B4,grass
4559,-0.810211,-0.024452,-0.585628,F9AD27F9-B31A-46AD-8CF6-295669065748,grass
4560,-0.80181,0.035704,-0.596512,07872551-8BE0-4107-B808-105B0BE0A09A,grass
4561,-0.754736,0.032425,-0.655227,7919A55C-DEBF-4041-AB54-D51A8C9F7FC2,grass
4562,-0.717756,0.038204,-0.695246,527FA12D-D851-4F2E-B2ED-666C73482CE2,grass
4563,-0.790243,0.107022,-0.603376,E7C2DE0C-FF41-4F3B-85B4-F2243297A106,grass
4564,-0.771991,0.039031,-0.634434,3DAEC710-B155-4B52-9F11-34D617F16976,grass
4565,-0.79907,-0.044512,-0.599589,90A38761-3942-41CC-ACAE-FAC8009583A9,grass
4566,-0.723223,-0.002066,-0.690612,4224D130-23F7-4345-AC8C-B5E996CDFD5E,grass
4567,-0.810346,0.051821,-0.583655,E3BF9C45-59FD-4DC1-A186-FE92C6F23781,grass
4568,-0.785339,0.06144,-0.61601,3AEA08B2-3958-46A9-99F4-E3CDC80D088F,grass
4569,-0.841271,-0.000389,-0.540614,E2ECCEF3-89EA-4E8E-9B44-23235A87A3A6,grass
4570,-0.795047,0.010601,-0.606456,1106693F-0981-46BE-9568-FF17F5D3CF63,grass
4571,-0.848351,0.065867,-0.525321,25B6D326-A9F5-4C17-82C9-45439498D0D9,grass
4572,-0.75701,-0.018958,-0.653128,6395793A-FF9C-498E-AC1E-5161DC9C965A,grass
4573,-0.838967,0.024762,-0.543619,BA6520FC-343B-45B0-BA11-CDB96957B5D2,grass
4574,-0.767567,0.001709,-0.640966,0A0998A4-BCD8-4BAC-AB29-4DA908900D54,grass
4575,-0.849385,0.019899,-0.527398,F084E73D-8F61-4871-98B2-F3C627654748,grass
4576,-0.8028,0.098546,-0.588048,020C7127-9A58-4800-807E-95FC68259A8C,grass
4577,-0.837237,-0.013529,-0.546673,360930A5-C9C7-4099-9294-C2E7FF6C9851,grass
4578,-0.811854,-0.000722,-0.58386,07AC0E7D-AB27-4545-A01A-E2E54057E190,grass
4579,-0.814915,0.063496,-0.576092,9329432C-FB64-48D0-8DE3-E59475BCA53F,grass
4580,-0.823782,0.058826,-0.563847,7F196FB0-72AB-4E9B-B059-E1244109EE16,grass
4581,-0.691991,-0.006334,-0.721878,F592667D-CCEE-40B6-AC1A-4B264D7AC220,grass
4582,-0.826281,-0.007063,-0.563214,E6ACD9D3-4C06-497A-8DEE-D268C91966D6,grass
4583,-0.746126,0.035346,-0.664866,E73400AB-8B03-4494-B60E-BA2A5D06523D,grass
4584,-0.822177,0.038228,-0.567948,18FB4B10-3425-4E4E-B1E7-F6A7BADC6314,grass
4585,-0.853184,0.056208,-0.518572,79CCBC22-8927-4445-BEA6-66358746FEB8,grass
4586,-0.782328,0.002138,-0.622863,21809ABD-4AEF-41AF-A4FD-A5A43B9A83BB,grass
4587,-0.795848,0.05206,-0.603254,F143F7C8-7DA1-446E-A72F-519F6D10FD43,grass
4588,-0.798558,-0.045098,-0.600227,0C1AA640-C869-43AF-8D2F-BD26EC0269DA,grass
4589,-0.756314,-0.007704,-0.654163,D9FFE19C-C286-4CF1-BD78-CF0B9201DCF6,grass
4590,-0.777975,0.034471,-0.627348,304285EB-6582-4F29-85C4-479573E15166,grass
4591,-0.79299,-0.088736,-0.602738,85E44E57-C8F5-4B4E-BCF8-BE151CA1AA96,grass
4592,-0.729113,0.065981,-0.681205,6DCA4094-5AE6-4130-A15B-4B01D2094A77,grass
4593,-0.753939,-0.013017,-0.656815,9D2ED05A-7399-44FB-906A-1E30AAF4510B,grass
4594,-0.790386,-0.028296,-0.611956,31DA2A2C-0460-4618-9F85-661B9FE94003,grass
4595,-0.764065,-0.009277,-0.645073,5F4947F4-DFD8-4581-8B60-DEE11B85F595,grass
4596,-0.653147,0.011043,-0.75715,499C2690-1B21-47C1-B259-21800CB10AA2,grass
4597,-0.744175,-0.078039,-0.66341,BABA3557-E7E7-4356-9025-28547DEC4662,grass
4598,-0.667451,0.054469,-0.742659,730B848D-AD5D-4765-B24E-612859583FE1,grass
4599,-0.699029,-0.07492,-0.711158,DCD30808-AFC9-4F5D-B0D4-5CEC7B80E314,grass
4600,-0.638008,-0.105067,-0.762828,0B453510-E480-45AF-9CC0-00D4D602C9A9,grass
4601,-0.689841,-0.031498,-0.723275,BEB49807-9811-4E07-92B3-E5095D5E474E,grass
4602,-0.650862,0.00807,-0.759153,0C9945F2-26EA-4CE3-947D-66694E4720FE,grass
4603,-0.615821,-0.095497,-0.782077,CED7DD46-908C-4555-A1B3-81360C13B40C,grass
4604,-0.703038,-0.040098,-0.710021,2BC2D515-547A-49C5-A47D-CE2396D0D48B,grass
4605,-0.756403,0.030499,-0.653395,9C9F06E8-78BF-423C-879D-9D80516ADC4F,grass
4606,-0.727546,-0.05381,-0.683945,3C2DA44B-6B4F-4ACD-B4EF-B80FC2415A1C,grass
4607,-0.728853,0.021652,-0.684328,95FF8C83-B7E0-4AD8-A7AE-C07ACC478CDF,grass
4608,-0.690694,-0.043441,-0.721841,671FC532-4252-42DB-8963-302C62496175,grass
4609,-0.758599,-0.026802,-0.651007,6E2C556B-DC90-4872-A744-8FADEAEC76BD,grass
4610,-0.787762,0.058682,-0.613178,0025381B-FC09-4408-9A00-9AAE408F5AEC,grass
4611,-0.756134,-0.070831,-0.650572,C039CD66-CEA7-4F39-ABDF-646D59A1A79A,grass
4612,-0.775396,0.016039,-0.631272,C9D0AFEC-260D-43D6-8B65-5D7BAC1B5EB7,grass
4613,-0.770312,-0.081044,-0.632496,EC9515FE-C551-4D6F-9E70-C31FABB635EB,grass
4614,-0.836971,-0.046844,-0.545238,0F780109-FD6C-4FA4-BB79-E7D7219AFB56,grass
4615,-0.689856,-0.00222,-0.723943,C601637C-D15A-4881-8844-D1D941536445,grass
4616,-0.765849,0.075286,-0.638598,1766BA28-5978-4120-8F08-029564B1EDDC,grass
4617,-0.824121,-0.00356,-0.566403,5DD1D0AA-5363-47F6-960C-EA2C6C8058CD,grass
4618,-0.834014,-0.049562,-0.549513,08B4C772-69F8-44D9-AA04-CCD3BA1E4E1F,grass
4619,-0.825157,-0.006179,-0.564869,81565448-A2D3-4167-97AA-3664AD3FDE5F,grass
4620,-0.861015,-0.032272,-0.507554,D1919747-DE75-4C5E-9989-3958D470748C,grass
4621,-0.847509,-0.067444,-0.526479,FC983167-B6B8-45F8-BAA0-37FD068668F6,grass
4622,-0.823661,-0.039118,-0.565732,ED92331C-7A82-45F6-A0AA-CDB8A8259F80,grass
4623,-0.801799,-0.01299,-0.597452,3245DF24-A4B3-4B4C-B754-121854376D42,grass
4624,-0.807177,-0.035605,-0.589235,6DB046DA-22C8-4FCF-B48E-DE61D4A43B7E,grass
4625,-0.714477,-0.027929,-0.699102,56ADEB31-36EA-49F5-BD75-E3599D93091A,grass
4626,-0.778172,-0.012096,-0.627934,AB35C0DE-3009-4165-9721-7D17CD8A4CC1,grass
4627,-0.792999,-0.01039,-0.609134,7C5C955F-3E72-417A-9914-03AD8A9E5BC3,grass
4628,-0.836885,-0.033931,-0.546326,0EA19D0F-8F06-4AC8-9AE1-C5EFD3ACA5A6,grass
4629,-0.816257,-0.059625,-0.574603,CFE5581A-4153-4642-9878-369F2B396A1B,grass
4630,-0.831175,-0.007103,-0.555966,27D584AA-1DB5-476B-8E54-BA186B776577,grass
4631,-0.812856,-0.019268,-0.582146,8FD5C6DD-9C1F-4085-93FA-029F865DAE1F,grass
4632,-0.797529,0.003243,-0.603272,78A64E05-7475-4972-98A0-71DA7BCCBB77,grass
4633,-0.781926,-9.6e-05,-0.623371,6295F6D9-B9FB-4B41-939E-31C5F39A3DA5,grass
4634,-0.866989,-0.007872,-0.498266,6AED6E81-C0EA-4B46-AF7C-8F813EA7D2C2,grass
4635,-0.854638,-0.006115,-0.519188,F08AC9E6-87F4-4681-853A-434E014B6FE9,grass
4636,-0.792087,0.002358,-0.610404,B102256E-9262-460B-AC39-B4BB0664F947,grass
4637,-0.840672,0.052311,-0.539012,A16F7F65-A95A-4516-93DB-092DB826BCCC,grass
4638,-0.773558,-0.075309,-0.629235,6DEA13DD-1944-4A87-A221-CC253732EAFF,grass
4639,-0.843575,0.044333,-0.535179,E663931A-010D-4237-8B19-67B04788D1F6,grass
4640,-0.851496,-0.015856,-0.524121,09DF50CA-9E63-4A31-9B73-D5F768DA7377,grass
4641,-0.798977,-0.021466,-0.600978,43431061-196D-4F43-A2AA-004F53C3C63D,grass
4642,-0.824348,-0.09521,-0.55802,F921591C-A31D-475A-96A4-4796D0BE357E,grass
4643,-0.828672,0.018432,-0.559431,D74F58FE-9FAA-4FD8-9F07-70305C84C60D,grass
4644,-0.823557,0.003033,-0.567225,A3FB4A97-95D6-40C0-A435-EA4C62691CB8,grass
4645,-0.869115,-0.086219,-0.487037,948440EE-F7A4-4728-B2A1-24F8F197E560,grass
4646,-0.808797,-0.020017,-0.587746,193D4CF4-F9AC-4DA7-9D56-FF70D61DAD22,grass
4647,-0.813022,0.012402,-0.582102,8E83FF35-35FA-452A-8138-FA9B4507990E,grass
4648,-0.852684,-0.073078,-0.51729,56DD7F1A-29E4-4F89-B657-867C2084E86B,grass
4649,-0.828446,-0.042597,-0.558446,570A0DAA-6871-41E9-8616-A3C15FD4CE5C,grass
4650,-0.856177,-0.01458,-0.516478,7C312EA7-1BE1-4A8E-9BB4-FA9CC3CC7DDC,grass
4651,-0.776852,-0.03583,-0.628663,2E7C073B-C423-4E0F-80C6-919597868614,grass
4652,-0.829518,-0.086248,-0.55178,B1190A7B-563B-4DA1-A61B-A52781E3C9F3,grass
4653,-0.869727,-0.05167,-0.490822,5019B825-2C63-4B06-802C-D73EF893A9B4,grass
4654,-0.894579,0.01154,-0.446761,C00DFDAB-A0BA-46C6-829A-1E037D96B95B,grass
4655,-0.850573,-0.023405,-0.525335,DDC0F54D-120E-461C-83B2-96F7A82F1893,grass
4656,-0.906061,-0.079595,-0.415595,569BC7E5-FDAD-435B-B255-56B1FD3C926C,grass
4657,-0.849855,-0.094022,-0.518562,DAD7DD31-2F93-4555-A96C-F99C9C7C0AD8,grass
4658,-0.902839,-0.025596,-0.429217,07C15CFA-FA5A-4642-B84F-58716C64584B,grass
4659,-0.847243,0.006758,-0.531162,814CF95D-2914-4272-9D2D-BF8007DDEFA7,grass
4660,-0.892643,-0.053446,-0.447584,55DA7B9A-4C12-4C12-BE6E-D88DAF992824,grass
4661,-0.862962,-0.116746,-0.491597,A7C5C856-C49A-497A-A513-2314FA77DB07,grass
4662,-0.910117,-0.064033,-0.409373,7940D8D0-5631-4BB8-A4B6-17ABCF8F717E,grass
4663,-0.88902,0.001389,-0.457866,0B0A7D14-5208-4553-8B26-0B937F4E78DB,grass
4664,-0.892305,-0.040935,-0.449574,848C0C88-FCDB-473F-916E-3E27A4A857C0,grass
4665,-0.914253,-0.078811,-0.397404,2CA24153-AAFB-4E54-9BC2-D0F03965A74B,grass
4666,-0.87259,-0.101977,-0.47769,7A50CB2A-128A-47FF-8492-866296A10B88,grass
4667,-0.926802,-0.034161,-0.373993,A0D7332E-E69B-421E-830E-7067A8DF0876,grass
4668,-0.879862,-0.006004,-0.475192,1BBED697-105B-4B61-80AD-6919BF1B35A7,grass
4669,-0.927637,-0.076112,-0.365646,492652ED-69D8-41EB-8EC8-9A5D5B3FBA85,grass
4670,-0.876651,-0.086414,-0.473303,18818D59-BFDD-41E5-93FB-6D024B5706ED,grass
4671,-0.885571,-0.033885,-0.463267,5B35EBC0-4B30-4E37-ACA8-D1638E7FAF23,grass
4672,-0.840482,-0.009226,-0.541761,38E6805D-D2C0-4629-86CC-BC23253D223A,grass
4673,-0.892976,-0.080402,-0.442864,590C9ADF-F628-4A32-956E-02851E2CC3C2,grass
4674,-0.880117,-0.094795,-0.465196,A3D082FD-023C-4EF0-B558-C6A5FE7E6761,grass
4675,-0.934689,0.001207,-0.355466,1D18C7F6-98CE-4823-9225-7B1640B0F46E,grass
4676,-0.916872,-0.060772,-0.394528,B34CCB3F-67B6-41F0-98BF-D9F2A7DBCD33,grass
4677,-0.905961,-0.066105,-0.418169,676AEEA4-9874-4D39-B61A-FDC54D78953F,grass
4678,-0.90435,0.021554,-0.426247,2A5855B1-FB60-42EB-BBEE-0E125B875008,grass
4679,-0.898872,-0.073845,-0.431945,E5F60B08-8947-4691-86AF-E0B0AD48BFCD,grass
4680,-0.892507,-0.106081,-0.438381,72723F6C-6E67-4FE1-9D66-B407FBB36CC5,grass
4681,-0.929581,-0.019442,-0.368104,8C0362B8-8A70-49EC-95C9-C5A888806E1E,grass
4682,-0.911609,-0.033435,-0.409696,9BC84374-8E35-4898-919C-AA1744D457C6,grass
4683,-0.919935,-0.090737,-0.381426,1BB5BB7E-F70B-48B8-9423-A9365ABEA0C8,grass
4684,-0.896959,-0.039104,-0.440381,D1300A11-6823-4DEA-A83F-ED49E366E4CE,grass
4685,-0.893667,-0.003179,-0.44872,5C9E104A-A392-42EA-8800-C0F6E028F028,grass
4686,-0.915289,-0.072129,-0.396288,BAE2CF5D-62C9-4863-B5F5-DCDF76CCB355,grass
4687,-0.876428,-0.066981,-0.476851,2AB1AAA8-A02C-4291-985B-617B615993E8,grass
4688,-0.932793,-0.015688,-0.360071,5B6700C5-BE32-4A58-B5A5-E60C1B4866A0,grass
4689,-0.883952,0.007981,-0.467509,4E1A54B9-3C1C-4555-AFBF-97797953FB9A,grass
4690,-0.848602,-0.075498,-0.523616,811439AB-7947-43F5-A9F6-32395FEDCF99,grass
4691,-0.859998,-0.076951,-0.504462,865E06C4-AF84-49A2-847F-80126AC04DD1,grass
4692,-0.860293,-0.03225,-0.508779,5740F323-88EF-43E8-A443-2239138936C3,grass
4693,-0.865409,-0.024352,-0.500474,73D10F11-0F2E-418E-8B66-B4FE65CC81F4,grass
4694,-0.827204,-0.077356,-0.556552,D3659C80-8215-41AE-82E8-0A93C182B061,grass
4695,-0.862584,-0.070926,-0.500918,A877B4CB-C64E-4344-A599-15EBFF6B4A9D,grass
4696,-0.822633,-0.045483,-0.566751,70F577C5-33A8-49AB-9434-3C89A91FB49E,grass
4697,-0.856285,-0.004165,-0.516487,12267150-DA4D-4DCD-8A11-7BC3ABDFEAA6,grass
4698,-0.854648,-0.061037,-0.515608,CAE58F57-858A-421E-95FE-2A7F15D605BC,grass
4699,-0.870279,-0.010949,-0.492437,04B0D27D-1B57-4429-9B32-56A561843093,grass
4700,-0.85174,-0.050924,-0.521484,4BD827BC-5486-4FEC-89AD-7A1990262F49,grass
4701,-0.845518,-0.016574,-0.53369,62A9EB1B-8689-4666-8CBA-25FCA2E0CD20,grass
4702,-0.877844,0.002353,-0.478941,5A2A340C-5D8B-4FFF-BBAD-05D1F7DBA5AF,grass
4703,-0.822517,0.003319,-0.568731,327DE107-9851-48F0-AFC2-5B6567DA67FE,grass
4704,-0.854632,-0.062627,-0.515444,95FEBFF6-861E-4744-976E-A959A1036225,grass
4705,-0.797059,-0.085673,-0.597794,FDF3CE72-51FC-4E1C-955E-45F55C9FA98C,grass
4706,-0.861195,-0.062478,-0.504421,253032D2-3553-47FF-8741-F4DEC4AF6015,grass
4707,-0.884592,-0.009501,-0.466268,7C85B8D4-C300-4611-A91E-12E0913787EB,grass
4708,-0.910998,-0.079797,-0.404617,B084A7EE-2832-4870-B071-723E4C79ECB7,grass
4709,-0.853877,0.042259,-0.518757,114AF4A9-235C-4C25-9C17-3257FFDE420B,grass
4710,-0.849807,-0.051513,-0.524571,6E4CA969-894E-41BF-8724-1C8DCADF5B56,grass
4711,-0.903025,-0.006887,-0.429533,2D80E927-5019-4C86-A5EA-97C4D2BBE784,grass
4712,-0.86082,-0.031211,-0.507952,5CD4CEEE-114F-43EB-8032-50C63C92EB6F,grass
4713,-0.892509,-0.008654,-0.450946,CB93BDF0-1BB1-41D9-928C-9AAA9646A9F6,grass
4714,-0.86077,-0.001703,-0.508991,AB3C3D76-5C71-4967-B08E-F215B39E5409,grass
4715,-0.913335,-0.057528,-0.403126,1E6A490A-157F-4B31-84A4-926DF771D323,grass
4716,-0.882696,-0.013655,-0.469746,BE89DDAC-B055-4829-827D-E5CF8D6D8CDA,grass
4717,-0.817042,-0.073703,-0.571848,353F19C9-ACF2-4039-AFA9-A528FB473623,grass
4718,-0.877649,-0.020751,-0.478854,3FC8F3F4-5919-4526-9708-6A62F14BBC13,grass
4719,-0.876615,-0.031132,-0.480184,D8F61F56-0345-4836-933C-572EC179A050,grass
4720,-0.860266,-0.028525,-0.509047,2B322DBE-CCA6-4BD5-B68C-7DFDF6679B29,grass
4721,-0.85501,0.023521,-0.518077,4B75C893-27FA-45EC-A154-E41A905FAF60,grass
4722,-0.823948,-0.040209,-0.565237,EC9D2F00-0704-41C3-880F-3CE731C7F88E,grass
4723,-0.862461,0.010427,-0.506017,E318E84C-CD17-41C7-8730-32BC41F23880,grass
4724,-0.856701,-0.046643,-0.5137,1B308E2E-D932-4A06-9138-E9A46DEE5ACA,grass
4725,-0.88957,0.02527,-0.4561,754527E3-51AF-46A4-A5B2-D8FA33CC1D9A,grass
4726,-0.837601,-0.000967,-0.546282,E506F0B7-D89C-4AB8-901D-6E7B13233C80,grass
4727,-0.862424,0.053119,-0.503391,CCE0B20B-4823-4DBD-A4B3-9239C2389800,grass
4728,-0.860632,-0.034978,-0.508024,F18E768B-3989-465E-A41E-47FDD7BF0503,grass
4729,-0.88629,0.011589,-0.462986,420A31F0-4D69-4ED2-8C05-1F76B2AACA90,grass
4730,-0.868247,0.001818,-0.49613,58B622FA-4DBA-4FD6-9960-9C8D5A08C9A1,grass
4731,-0.894136,-0.043942,-0.445635,742BD8E2-1633-4038-9456-FBB024F358D1,grass
4732,-0.872921,-0.048316,-0.485463,C3E77140-69C6-4C8C-B7DE-ADB1CDB91FC9,grass
4733,-0.872467,0.03564,-0.487371,0B5F5266-8564-403E-96DF-9159E9783CFB,grass
4734,-0.882113,-0.009774,-0.470937,81D9443A-50FD-4E07-B5D3-29B04AE314BB,grass
4735,-0.884864,0.0052,-0.46582,AE350DF1-C88C-4DCE-8343-BC85F6113521,grass
4736,-0.893111,-0.045709,-0.447508,CE1D91E0-AFA9-4D1D-A796-98DC2797FDB5,grass
4737,-0.871661,-0.013588,-0.489921,B04D9528-6D9B-4C93-A19C-56F2DD382D27,grass
4738,-0.890779,-0.004395,-0.454416,B0819C4D-E01C-41A5-BA3B-3CC4C4D7AD78,grass
4739,-0.848717,-0.025964,-0.528209,4469E590-9A36-4622-AFA6-29F3E74FA234,grass
4740,-0.90903,-0.013528,-0.41651,703F511D-F464-4DC5-BD9B-96370D06F345,grass
4741,-0.877176,-0.038267,-0.478641,01D41270-0B60-4ED2-A636-064BC6693A79,grass
4742,-0.893111,0.062848,-0.445424,F1F89E66-C08F-4D79-98BD-680CDD1BD442,grass
4743,-0.824139,-0.003071,-0.566379,0AEB172F-9484-4E48-8CC0-7CF0AEC1AF85,grass
4744,-0.890044,0.011932,-0.455719,2C10FD7C-3FB3-4B89-A0F4-02F47D0EF265,grass
4745,-0.885637,0.000905,-0.464377,9C0C8325-D65E-4022-AD04-D7A916A26574,grass
4746,-0.815801,-0.023128,-0.57787,AC7E4537-3CE3-4418-9837-82F9844803EB,grass
4747,-0.876345,-0.000292,-0.481684,68AA9697-95FD-44EF-B0D5-A89BCB87DFC2,grass
4748,-0.879662,-0.024134,-0.474987,CFB8DD2B-BA9F-4A26-8641-B280CDF5444B,grass
4749,-0.90203,-0.065276,-0.426709,1AD66EB2-5947-4AE4-B8B1-6E8DFB6C4629,grass
4750,-0.887854,0.002154,-0.46012,9F7792C2-D041-4E36-91CB-48AEC43B44B6,grass
4751,-0.889717,0.027105,-0.455707,50C95707-2EB1-4978-A04D-86328FDDF749,grass
4752,-0.870826,0.016368,-0.491319,78521573-DC36-4282-8154-5E1261359FC0,grass
4753,-0.871024,-0.008792,-0.491162,26C13DF1-47D9-40B4-AFAD-8C8586FF062B,grass
4754,-0.891044,-0.053693,-0.450731,2D4A51FC-8086-4D8E-8BE9-269AFD83C97F,grass
4755,-0.835708,-0.018439,-0.548864,C3CD8619-197A-4129-A827-1573A6123302,grass
4756,-0.890523,-0.007497,-0.454876,F142D665-87E6-4F63-98E1-0FB295F74FF0,grass
4757,-0.783717,0.009773,-0.621041,745170C5-E47B-4100-8539-F5DE3A90497F,grass
4758,-0.865063,-0.032459,-0.500612,C4D42252-6AA7-4E7D-A06A-977D09062282,grass
4759,-0.896964,-0.022703,-0.44152,0546E216-2531-4249-8E32-E18FE8CD0935,grass
4760,-0.892844,0.017401,-0.450029,EDFFDA9D-0E6D-4965-91EB-3467C0BF8C00,grass
4761,-0.88113,-0.046261,-0.470605,27C6BA49-65A0-45C2-AEF5-6651646518A5,grass
4762,-0.874058,-0.05002,-0.48324,BE8A9AB1-FBFA-42A5-894E-205258CF1922,grass
4763,-0.902122,-0.000745,-0.43148,49C24EEE-A651-4AB6-AAA3-6F62A283A342,grass
4764,-0.857364,-0.052627,-0.512013,813FDF82-D164-4D3D-9EED-6CD0DB12185A,grass
4765,-0.849638,-0.062288,-0.523675,14E55DAD-3C84-4665-BAEC-815A0629D7EC,grass
4766,-0.829919,-0.089325,-0.550687,3387F0A3-F678-4D1D-BB06-1299730FD204,grass
4767,-0.854796,-0.002351,-0.518959,4F3FEAA2-1ADE-404B-9F5A-215EA322793F,grass
4768,-0.87672,-0.023486,-0.480428,B6797997-11C6-4DEC-A376-E0401FB58E8A,grass
